,date,userid,message
13,"March 27, 2002  2:20PM",mbarto,">""is there such a thing as an automatic-only true performance sedan? not in my book. certainly not in europe or asia. only in america is such an oxymoron possible. sad. if or when the manual g35 comes out and the coupe version, then the g35 will be interesting enough to be a serious contender in this segment.""riez, i read from your profile that you have a manual bmw 5-series. but i think you are wrong to not consider a car such as a infiniti g35 to be a serious contender as a performance luxury sedan.  from your logic, then the bmw 3-series (your wife's) or the 5-series with the steptronic should not be contenders either. that's belittling the infiniti, audi, lexus, acuras, bmw's etc. with automatics. when i return in december from qatar, i plan on purchasing a sports sedan. i'm leaning on the g35, but the bmw 330i along with the audi s4 are also contenders. imo, if the handling of the infiniti is as good as the bmw as some that drove it has stated, then it will hard to pass up especially for the price. also my first choice will be a manual, and infiniti should have the manual out by december. i will test drive all three, manual and automatics, and make my choice from there. i do agree with you that manuals are more fun to drive, and that will be my first choice. but, automatics in this category, especially those made by bmw, infiniti and others, should not be eliminated as performance sedans. different flavors for different people.i have been following discussions on many boards and what i have been noticing is that there is so many ""experts"" on what is the best sports sedan. and most haven't even driven the competitors to give an honest opinion. this is not aimed at you riez or shipko, because your profiles states that you own a bmw already. but from what i noticed is that some bmw ""supportors"" don't even own a bmw, (at least not from their profile) or they state that they never drove an infiniti g35, but they still make ""unsupported"" facts, assumptions or opinions on such. (see the edmund's bmw 3-series discussion).  i hope in your defense, reiz, that you drove the automatic infiniti g35, to give an opinionated statement that it doesn't classify as a performance sedan. i value your opinion and others as well.again, i'm not flaming you, but i try to be an informed consumer before i buy anything. that is the reason that i will drive every car that i'm interested in and make my choice from there. i'm also always interested in those opinions from people that own the type of car i'm shopping for and at least drove it, so they can give valid pro/negative statements.cheers!"
14,"March 27, 2002  5:00PM",hungrywhale,"i think what riez and i are trying to say is not that automatics perform poorly or that only weenies drive them but any car that truly holds itself out as a performance sedan needs at least the option of a manual tranny.  manuals are always faster than automatics and they are almost always the choice of the enthusiast driver.there's nothing at all wrong with automatics, but i sure don't want one."
15,"March 27, 2002  6:10PM",blueguydotcom,amen
16,"March 27, 2002  6:23PM",dave330i,"in this class, the best bang for the buck has to be is300, assuming one can live with the styling. i guess i'm one of the few that likes the old a4 styling to the new. isn't the new a4 pushing 3600 lbs. now? that's pretty heavy for this class."
17,"March 27, 2002  7:06PM",blueguydotcom,"even at 29k for a 35k msrp is300, i passed on it.  now i never drove a manual one (they weren't out yet) but even with a manual, given the car's horrible drive-feel, poor interior and lethargic steering, i don't think i'd go near one.  they're not up to audi/bmw/mb/infiniti."
18,"March 27, 2002  8:42PM",wishnhigh1,"never liked a lexus, and probably never will. i would rather drive the cts. there is always something that irritates me about them. i would buy the is as a toyota but not a lexus...i personally think lexus should have a car in its lineup with this cheap of an interior and with this much sporting character. toyota deserves something like it though. also, i don't think 215 horsepower for 29k is a lot of bang for the buck, considering the g35 is the same price with 260 horsies."
19,"March 27, 2002  8:46PM",dave330i,"""i would buy the is as a toyota but not a lexus""how else are they going to get that extra $5k from you then? reasonably equipped g35 goes for $33k or so."
20,"March 27, 2002  9:10PM",riez,"i couldn't have said it better myself.  i'll let you lead services!  mbarto...  i most certainly will test a g35 manual if and when it finally comes out.  i promise!!!  automatics make nice luxury sedans and maybe even sporty luxury sedans.  but not performance sedans or luxury performance sedans.  (i don't even consider the 540ia sport truly worthy, though it is as close as one can get in an automatic.  if i could just get my wife to drive a manual....)"
21,"March 28, 2002  7:43AM",mbarto,"thanks riez! let me know when you do.  i'm sure you'll get a chance before i will since i won't return until december. i am curious of how it compares to the bmw's. you can speak from experience, so i'll value your opinion.it does make a difference being married. (lol!  see the latest discussions on the infiniti g35 vs bmw 330i board).  first, i'm fortunate to have a wife that can drive a manual. not that she prefers that, her first choice is an automatic.  but she appreciates the hard work and sacrifice i'm doing out here, and knows that this car is for me first, family second. of course, it helps my cause when i let her buy a new dining room set last month, and new living room drapes this month. bribes do help! whatever i finally decide, i'm sure she'll be happy."
22,"March 29, 2002 12:07AM",riez,"mbarto... as regards the ""bribes"" issue, you've figured out one of life's great truism:  you get what you want so i can get what i want."""
23,"April  5, 2002 10:34PM",cybersol,"so if someone were looking to purchase a new performance luxury sedan today, what cars would they have to take a look at and test drive?  lets say they only had time to look at five?what five would they have to look into?"
24,"April  6, 2002 12:16AM",riez,"since it has to have a manual transmission and should be rwd (awd/4wd adds too much weight and complexity) and has to be fun to drive hard...1.  bmw 3 series manual2.  lexus is300 manual3.  cadillac cts manual4.  lincoln ls6 manualif you want affordable and can go fwd, then add nissan maxima 6-speed with lsd and maybe altima 3.5se 5-speed.try to get car with lsd.  inline 6s are magnificently smooth engines.possible future car:  infiniti g35 sedan when it finally gets the 6-speed manual."
25,"April  7, 2002  3:22PM",coolguyky7,"the tl should be up for redesign in a few years so a tl would be outdated in the not so far future.  and besides, it seems like everyone who drives an acura drives the tl.  i love the es300.  some say it looks bloated; i don't think it does.  at the 3/4 angle, it looks impressive.  the interior is as nice as a car can get.  if i had the money, i would buy an es300 in a heartbeat.  i never did like the past ones' boring styling...especially since the last two generations were nearly twins.  go with the es.  besides, lexus' quality is ahead of acura's."
26,"April  7, 2002 10:59PM",kdshapiro,"the new es is a very smart looking car. notwithstanding any engine issues though, i think there are direct price competitors like the i35 that offer better overall value on paper. now i haven't driven either new model, i did drive the older es300 and it did it's job very well. they are both great cars. lexus for legendary reliability and resale value, infiniti for up-to-date features."
27,"April  8, 2002 10:32PM",blueguydotcom,"um...you left off the infiniti g35 and it's bland, boring brother the i35 (the es300's competition).29k gets someone a 4 door 260 hp performance entry level luxury sedan with all sorts of goodies."
28,"April  9, 2002  9:12PM",jagboyxkr,"sorry, i thought that i had already taken up too much space, and i also was getting tired of typing.  when i check out an infiniti g35, maybe i'll post something on it.i always thought the i35's looked all right, even if they aren't the most exciting cars ever built."
29,"April  9, 2002  9:43PM",blueguydotcom,"go drive one.  they're a blast and for the money they're a steal.  if someone wants entry level performance luxury at a great price, the g's really tough to beat.  save for bmw, it sort of stands head and shoulders over most of its competition."
30,"April 12, 2002  2:53PM",merc1,"well i'm a benz fan first and foremost, but the a4 3.0 cvt just offers more for the money.  the a4 has a better interior, the top a4 engine (compared to the c240, which is the base c) and it's styling is at least as good as the benz if not better.   both makes pay for scheduled maint during the warranty period.    neither car will be ""low maintanence"" after the warranty runs out, especially the audi with it's fairly different transmission.   if you're priced these cars and they've come out equal go for the audi it's the better value here. m"
31,"April 14, 2002  8:09AM",popovs,"i think both are excellent(sp?) cars, however neither one is a low maintenance automobile. that is to say neither brand is known for low maintenance.  what they do offer is luxury and performance in an aesthetically pleasing package and, some would argue, a superior ownership experience.as someone has said before, every manifacturer makes lemons - some more than others - but the internet is not the best place to find information about that.  most people are just venting and are not representative of the owner community.  although i can not speak as to the driving merits of the cars, i suspect that they are similar since i've heard (read) good things about both the a4 cvt and the c240.  something to keep in mind is that anytime a new product is offered by the industry, it usually takes a couple of years for the company to work out all the bugs in the technology.  both cars are relative newcommers to the market.  the facts that they are made by distinguished companies and use proven powerplants does not speak conclusively as to how reliable the cars will be as a whole.since you are already looking for alternatives to the mb because of reliability concerns, it may be worth your time to look at other alternatives than the audi.  as someone has suggested in the help me choose! forum, try looking to lexus for the answer.  they seem to make reliable cars that are also cheap to keep running.  of course now we get into the issue of european vs asian luxury ..."
32,"April 17, 2002  9:23AM",popovs,"it has come to my attention that as of late mb has taken a hit in its reputation.  people have been quick to point at the recent survey results - both european and domestic - that say mercedes is no longer reliable.  these surveys show that statistically speaking mb has as much as doubled the amount of repairs that they do under warranty.  i won't deny these findings, but i will try and justify them.  1st and foremost, mb has and is comming out with newer designs every year, updating the cars both inside and out.  anytime that a new product makes its debue it takes a couple of tries to get all the kinks worked out.  secondly, according to mbspy.com, mercedes accounted for ~half of the profits by dcx last year.  i think mb is being used as a cash cow to keep jeep and co affloat, thereby driving mercedes to cost-cutting through corparate pressure.  lower quality parts equal lower overall car quality.these two should get things going ... feel free to agree or disagree."
33,"April 17, 2002  7:37PM",mvargo1,"there is not much to debate on this subject.  if you want a reliable car you buy japanese.  if you want a drivers car you used to have to buy european.  the japanese just do quality better and more consistantly than anyone else.  you also get a lot more car for your money with a japanese vehicle.  there was a time when the europeans built the best driving cars in the world.  sadly for them those days are passing.  the japanese keep building cars that are closer and closer to european driving dynamics (is and gs series lexus(lexi?), and q45 and g35 infiniti's)  while the europeans quality especially daimler/chrysler just is not keeping up."
34,"April 17, 2002  8:11PM",wishnhigh1,gave up nationality based generalizations a couple of years ago.
35,"April 18, 2002 11:12PM",cybersol,"i'm interested more towards performance than luxury.  also value is an important component for me.  although i have the money to buy these cars, i also have other fun things and places to spend it.  i'm looking to buy the car and keep it for around 7-10 years.  its very sunny with no snow here as well.  i also want an automatic or cvt(gasp).so right now, the five i am going to look at more closely are as follows:1) bmw 330i2) audi a4 3.0 cvt3) infiniti g354) acura tl-s5) nissan altima 3.5 sethe bmw represents the top of the class, but it also has the highest price.  the altima represents the most performance oriented family car, which is a cheaper class of cars.  the bmw and altima will bracket the value equation.  the other three all have the potential to compete for my dollars.cars that are missing, is300 too small, while the styling of the cts, s60 t5, and 9-5 aero are not for me.  the es300 and i35 don't have enough performance for me.  everything more expensive than a comparibly equipped 330i was also excluded.what do you guys think? anything missing?thanks,cybersol"
36,"April 18, 2002 11:50PM",riez,"cybersol...  i can't fathom why you would want to go with slushbox, but that is your loss.comparing fwd to rwd is like apples to oranges.not sure what sort of real price range you are looking at.  the 330i with options might push $40,000.  you might really consider the much less expensive 325i.  an altima 3.5se with few options might have a $25,000 msrp.read motor trend's review of i35.  their's had more than enough performance.  0-60 mph in 7.0 seconds, fastest in their comparison test.  and it can be had with a sport package.  but you might be better off with a loaded maxima se or gle, saving thousands off the i35.you might also consider volkwagen passat.  that can also be had with awd.  if you like awd, the jag x-type should be on your list.from the domestic corner, you might also consider a lincoln ls 6 or 8.  or chrysler 300m.surprised your list excludes the mercedes-benz c-class. and if you can live with a fwd automatic, a loaded camry or accord v-6 or avalon might be acceptable near the altima's price range."
37,"April 19, 2002  1:07AM",cybersol,"sorry to disappoint with the slushbox, but if we were all the same life would be boring (and there would only be 1 car type). i would prefer rwd, but the best fwd's (torque sensitive steering) are getting close enough to bring the acceptable price premium for rwd down. price range is 25-40k as you mention.passat, 300m, 325i, are too slow for me.  the c classes are either too slow or more expensive than the bmw.  i would choose the bmw over the x-type, as they are similarly priced and i live in sun country.the maxima (better value than the i35) is a good suggestion, and i am considering that equally with the altima at the lower end.my wife loves camry's, but i'm looking for excitement.  slushbox or not.thanks,cybersol"
38,"April 19, 2002  2:14AM",kdshapiro,"the new altima is great as my friends just bought one. however, dollar for dollar i think the maxima is the over-all winner for a fwd car. if you can live without the amenities of the i35 the gle with leather, sunroof, bose can't be beat. i've owned two maximas. me! i recently made the jump to the 330i, and it's been worth every penny. however the g35 owners are very passionate about their choices. for a couple of dollars more than the maxima, hovering around the i35 i guess, the tl-s can't be beat either.i understand when it comes down to it, you pick what you think has the right combination of value, performance, luxury and the right type of car for you. for every person it is different. when i got the bmw i was cross-shopping suvs, mini-vans, and fwd passenger cars to see what struck my fancy, and i was ready to get an explorer."
39,"April 19, 2002  2:18AM",riez,"cybersol... excitement and slushbox don't seem to be compatible.  i can't get too excited about fwders.  certainly not a slushbox fwder.not sure what you mean about ""the best fwders (torque sensitive steering)"".very powerful fwders tend to suffer from severe torque steering.  use of equal length half-shafts and limited slip differential can help, but not completely eliminate.  the laws of physics remain.  when the drive wheels and steering wheels are one and the same, and you have a powerful motor, you'll get some torque steering.do you have kids?  plan to in near future?  if not, have you considered any coupes or convertibles?  they can be a bit more exciting."
40,"April 19, 2002  3:28PM",dave330i,"""excitement and slushbox don't seem to be compatible.""agreed. unfortunately, most american drivers don't seem to get it. they care about silly stuff like 0-60, 1/4 mile, hp & torque numbers, but choose to miss out on the fun part of driving."
41,"April 20, 2002  8:18AM",cybersol,"riez, you have heard of speed sensitive steering?  this varies the power steering boost as with the speed.  acura claims to have torque sensitive power steering on the tl-s (not the tl though).  this would supposedly vary the power steering boost with the torque being applied.  and that in theory could eliminate a large amount of torque steer found in powerful fwd cars.  it still doesn't eliminate the fwd tendency to under steer due the the drive wheels being the same as the turning wheels."
42,"April 20, 2002  4:49PM",riez,"cybersol...  there are two types.  those tied to engine output and those tied to road speed.  i have heard that the latter are superior, since you can vary engine speeds (rpms) a lot, depending upon gear being used and speed, even while driving relative steady speeds.  better systems vary boost on road speed, since you normally need more assist at low speeds, regardless of engine rpms.here is all that the lengthy full-color tl brochure says:  ""steering: variable power-assist rack-and-pinion"".  this is off the tech specs on page 30.  i cannot find a single mention of the steering system anywhere else in the brochure.  so if acura thinks its variable assist power steering system is special, they are keeping it a secret.  this large brochure covers both the tl and tl type s."
43,"April 21, 2002  7:36AM",cybersol,"yeah, i have that brouchure and they don't mention the difference between the tl and tl-s, though they say both have variable power assist.  they do not say how it varies.
but on the acura website.  tl -> specifications -> body/suspension/chassis it says:steering type tl type s - torque-sensitive, variable power-assisted rack-and-pinion steering 3.2tl - speed-sensitive, variable power-assisted rack-and-pinion steeringhere's the link if you want to check it out:http://www.acura.com/model_tl/tl_spec_results.asphard to find, but not a secret."
44,"April 21, 2002  1:50PM",riez,"cybersol...  from what i've read, the better variable power assist system is tied to road speed, not engine rpms.  once you get a car up to 25 mph or more, there isn't much need for assist, even if your rpms decline due to turning or downshifting.  and certainly once you hit 45 mph or more there isn't much need for assist no matter what happens to your rpms.but keep in mind that torque steering isn't due to the steering system.  it is due to other factors.  can be very pronounced in powerful fwders.  corrective actions include limited slip differentials and equal half-shafts.  need to provide equal power simultaneously to drive wheels.from standing start, floor your car.  see if the wheel pulls in one direction.  you'll have to correct with the steering wheel (to keep the car straight) but by then you'll have already encountered the torque steering.  you can also notice it if you are aggressively accelerating in a curve.  wheels pull you out of your intended direction and you have to correct."
45,"April 24, 2002  2:51PM",beartrax79,"so, if you read through most of this group, alot of references went out to audi... give a guy a hand here and compare an audi a4 3.0 to an audi s4... i see a difference of about $5k, 30hp, and a sporty suspension.  why shouldn't i load up a 3.0, rather than going after the s4?oh, and does anyone know on possible improvements for one or the other for 2003?"
46,"April 25, 2002 12:15AM",cybersol,"have you driven them both?  the s4 really moves.  even by audi's own 0-60 times the s4 manual is 1 second faster and the s4 tiptronic is 1.2 seconds faster.  yet, the s4 is currently based on the 2001 a4 platform, and it is scheduled to be upgraded to the new platform in the 2003 model year.  expect the performance difference to increase as the indications are that the new s4 will pack 300 or more hp.hope this helps."
47,"April 25, 2002  7:36PM",beartrax79,"i've tested the 3.0, not the s4.  hmmm... new s4 in '03, huh?  maybe i should just wait.  what do you think, cybersol?  right now, th3 current s4 states 250hp, yes?"
48,"April 26, 2002  4:50PM",cybersol,"yeah, the current s4 has 250 hp and 258 lb-ft of torque.  the torque is fully online by 1850 rpm.  so this is why it scoots.  the new s4 should be really nice.  if you have the time to wait, it might be worth seeing.  it might move up in price a little if the performance gets closer to the bmw m3, but then the old s4's should be easier to pick up at a good price right as the new ones are coming out.  so many decisions.have fun making the right one for you!"
49,"April 27, 2002  9:37PM",1pierce,"not so fast.  there is merit to the ""nationality based"" debate.  let me explain to you why japanese cars have higher quality (in terms of reliability) than american or european cars.  the reason is cultural.americans have always had an adventurous, entrepreneurial spirit.  we take chances.  its not in our nature to ""accept"" things as they are.  i think this is somewhat genetic, since the vast number of us are descended from immigrants - aren't we all, really - people who took tremendous risk, and had great courage to brave the unknown for the promise of a new and better life.  as such, in areas of design, we bore very easily.  americans are always looking for the next great thing, the next new design, the next technology breakthrough.  europeans, especially germans, are like this about cars, if not about everything else.  the us auto industry is always ready to chuck the old and start over from scratch - witness chrysler and ford over the last two decades.  as such, our products are usually stylish and inventive, but not very refined - see minivans, suv's, cab-forward, night-vision, etc..the japanese by comparison have a culture that is traditional and thousands of years old.  they have made an entire culture out of honoring tradition and the status quo.  we had to yank them kicking and screaming into the 20th century after world war ii.  i know this is somewhat simplistic, but bear with me.  what the japanese are good at is taking an idea and refining it year after year, until it is near perfect.  there is very little innovation or risk taking.  that is why the cars are so bland.  when was the last time you saw a new technology invented in japan?  vcr's, computer technology, cell phones, the microwave oven...all american inventions that are better built by the japanese.  the same goes for cars.  most innovations come from the us or germany, with some safety innovations coming from scandinavia (give up the turbos and 5-cylinders, already those are as refined as they're going to get!).anyway,...when you distill it down to its essence, this is why toyotas and hondas never break.  its also why they are no more than transportation appliances.  and, this is why the best performance cars from japan will always be knock-offs (albeit sometimes very good ones) of something somebody else does better and more originally.i'll step off my soap box now, and await your wailing."
50,"April 27, 2002  9:54PM",wishnhigh1,"the problem is that they are huge generalizations. also, you are talking japanese as almost exclusivly honda and toyota. what about subaru, mazda, isuzu, mitsubishi, daihatsu, and suzuki? so far the only makes that seem to keep with that japanese culture are toyota and honda. and many american and european makes are now capable of having higher quality than more than 70% of japanese cars. doesn't help your generalization that much, does it?so where do the generalizations stop? they should stop with brands, and not nations."
51,"April 28, 2002  2:38AM",kd6aw1,"have found out that with some of the more powerful cars like the g35 or corvette the difference in performance from a practical standpoint isn't really an issue because these cars are faster than we can ever dream of driving without either killing ourselves or getting tickets all the time. i have an automatic g35 and love it. being that it is an automatic i can enjoy my coffee, shave, talk on my cel phone and hug my wife while driving in rush hour traffic. if i feel the urge which i don't very often i can shift the manumatic and pretend it is a stick. when i get my ferrari it will have the paddle shifting because i don't ever want another clutch! just my opinion!paulel cajon, california"
52,"April 28, 2002 10:11AM",fwatson,"how does your theory explain english cars? a country steeped in tradition producing poor quality cars with little inovation? look what a traditionalist country managed to do to the acura legend when they produced it as a stirling.  lol====================================  quote wishnhigh1: ""what about subaru, mazda, isuzu, mitsubishi, daihatsu, and suzuki? so far the only makes that seem to keep with that japanese culture are toyota and honda.""==================================== those cars in general reflect the perfectionist attitude of 1pierce's post.  with virtually no exception,  the overall quality of japanese brand cars,  especially fit and finish, considerably excels the american brands.  from what i have read,  this is due to the attitude of japanese management in not accepting mediocre craftsmanship.  not the abilities of the assembly line workers.  you may have a point though,  that some of the japanese brands show as high a level of innovation as the american and german brands.  after all,  which country has used the wankle rotary,  and miller cycle engines? and who introduced us to the vtec engines etc?american management leans strongly to the bottom line and ceo bonuses, with refinement and polish falling by the wayside as a casuality of the heavy handed management style."
53,"April 29, 2002  2:59PM",dave330i,"""being that it is an automatic i can enjoy my coffee, shave, talk on my cel phone and hug my wife while driving in rush hour traffic.""truly critical things to do while one's driving."
54,"April 29, 2002  5:12PM",blueguydotcom,"he did mention ""in rush hour traffic.""  like there's anything else to do in bumper-to-bumper.  not like rush hour demands anything of the driver.  i've read books while in traffic.  let out clutch, apply gas, push in clutch, glide, repeat.  snooze."
55,"May  3, 2002  2:11PM",fredvh,"edmunds has a new feature called ""true cost to own"". it is listed when one researches out the various vehicles on the new car heading. it is one of the 13 subjects when you click on a particular vehicle. it is very useful when comparing one vehicle to another. ""true cost to own"" takes the purchase price and adds things like depreciation, insurance, license fees, etc. and gives you a figure for 5-yr ownership. they even tailor it to your particular zip code. i tried it on a few vehicles and it is very useful."
56,"May 23, 2002  5:02PM",cybersol,"i have not had a chance to look at it in person, but does the 38k passat w8 fit into the entry -level performance luxury sedan category?  any other upcoming (next year or so) vehicles fit into this category?"
57,"May 23, 2002  5:18PM",blueguydotcom,but it's not really a performance sedan.  drive one and then take on a bimmer or g35.  night and day.  vws are nice inside and good for cruising but their handling's akin to riding a pig in a hurry.
58,"May 28, 2002  2:50PM",rayainsw,"i beg to differ.while i admit that i am biased (obviously, since i bought one!) i believe that the w8 is really a performance sedan.i test drove the g35, and several bmws (and a few others) before making my final choice.  i suppose the term &#145;performance sedan&#146; could be defined in any number of ways.  for me, the w8 offers everything i want &#150; and nothing i don&#146;t.(isn&#146;t that a recent nissan &#145;tag line&#146;?)take straight line acceleration, for instance.  vw literature quotes 0 &#150; 60 in 6.5 sec.  to me, this is pretty quick for a 4 door sedan.  my fearless (?) prediction of future test acceleration numbers is:  0 &#150; 60 in 6.5 sec., as vw claims.  and a quarter mile in about 15.0 at 94 / 95.  i base this on a number of things.  for instance, in the may 2000 car and driver comparison that included the lincoln ls8 sport and the audi a6 2.7tt, the audi tested had virtually identical curb weight as the w8, identical final drive, wheel / tire size and tiptronic.  the hp / tq for this audi were 250 / 258.  and their test results were: 0 &#150; 60 in 6.6 sec. and the quarter mile in 15.1 at 94.  thus, my w8 with 270 / 273 ought to do slightly better.  we&#146;ll see. . .  (btw: in the same test, the lincoln ls8 sport they tested turned in acceleration numbers of: 0 &#150; 60 in 7.5 and the quarter mile in 15.7 at 90.  this was my previous car.  so, it seems reasonable that my w8 feels quicker &#150; setting aside the notorious un-reliability of everyone&#146;s &#145;butt dyno&#146;!)does it pull the same lateral g as the g35 or a bmw 3 series w/sport package.  almost certainly no.  but with more aggressive rubber, i expect that it will provide enough grip for entertainment value at any sane public road speed. just my opinions.cheers,- rayoff shortly to put on a few more &#145;break-in&#146; miles at lunch . . ."
